"id" "country" "group" "ST" "ASP" "GLN" "GLT" "GLY" "PGM" "TKT" "UNC"
1886 2 2 677 10 81 50 99 120 76 52
1887 2 2 677 10 81 50 99 120 76 52
1888 2 2 677 10 81 50 99 120 76 52
1889 2 2 677 10 81 50 99 120 76 52
1890 2 2 677 10 81 50 99 120 76 52
1891 2 2 677 10 81 50 99 120 76 52
1892 2 2 677 10 81 50 99 120 76 52
1893 2 2 677 10 81 50 99 120 76 52
1894 2 2 677 10 81 50 99 120 76 52
1895 2 2 677 10 81 50 99 120 76 52
1896 2 2 677 10 81 50 99 120 76 52
1897 2 2 677 10 81 50 99 120 76 52
1898 2 2 677 10 81 50 99 120 76 52
1899 2 2 677 10 81 50 99 120 76 52
1900 2 2 677 10 81 50 99 120 76 52
1901 2 2 677 10 81 50 99 120 76 52
1902 2 2 677 10 81 50 99 120 76 52
1903 2 2 677 10 81 50 99 120 76 52
1904 2 2 677 10 81 50 99 120 76 52
1905 2 2 692 37 52 57 26 127 29 23
1906 2 2 692 37 52 57 26 127 29 23
1907 2 2 794 10 81 50 87 120 76 52
1908 2 2 794 10 81 50 87 120 76 52
1909 2 2 794 10 81 50 87 120 76 52
1910 2 2 945 84 106 29 28 136 1 35
1911 2 2 945 84 106 29 28 136 1 35
1912 2 2 993 37 15 29 112 127 25 57
1913 2 2 1003 8 7 4 4 125 7 1
1914 2 2 1003 8 7 4 4 125 7 1
1915 2 2 1080 10 2 107 137 120 76 1
1916 2 2 1276 2 1 29 28 176 57 35
1917 2 2 1278 37 52 57 132 127 29 23
1918 2 2 1326 104 7 10 4 1 7 1
1919 2 2 1326 104 7 10 4 1 7 1
1920 2 2 1326 104 7 10 4 1 7 1
1921 2 2 1326 104 7 10 4 1 7 1
1922 2 2 1326 104 7 10 4 1 7 1
1923 2 2 1326 104 7 10 4 1 7 1
1924 2 2 1332 2 1 29 28 58 25 58
1925 2 2 1367 10 119 50 126 171 194 112
1926 2 2 1367 10 119 50 126 171 194 112
1927 2 2 1367 10 119 50 126 171 194 112
1928 2 2 1367 10 119 50 126 171 194 112
1929 2 2 1367 10 119 50 126 171 194 112
1930 2 2 1367 10 119 50 126 171 194 112
1931 2 2 1539 64 22 22 100 242 204 16
1932 2 2 1721 7 78 42 4 106 12 8
1933 2 2 1970 37 29 75 48 126 5 23
1934 2 2 2046 4 7 40 4 1 7 1
1935 2 2 2219 10 7 10 4 1 7 1
1936 2 2 2219 10 7 10 4 1 7 1
1937 2 2 2219 10 7 10 4 1 7 1
1938 2 2 2219 10 7 10 4 1 7 1
1939 2 2 2219 10 7 10 4 1 7 1
1940 2 2 2856 180 194 2 213 19 231 148
1941 2 2 3128 2 1 27 3 2 1 5
1942 2 2 3272 9 112 5 62 13 3 26
1943 2 2 3272 9 112 5 62 13 3 26
1944 2 2 3449 84 106 10 28 136 1 35
1945 2 2 3453 64 89 77 100 94 103 16
1946 2 2 3477 64 33 22 111 122 303 16
1947 2 2 3502 18 33 72 325 116 104 6
1948 2 2 3755 64 33 22 344 122 17 16
1949 2 2 3791 48 7 10 346 1 7 1
1950 2 2 3805 4 7 260 4 1 7 1
1951 2 2 3805 4 7 260 4 1 7 1
1952 2 2 3805 4 7 260 4 1 7 1
1953 2 2 3805 4 7 260 4 1 7 1
1954 2 2 3865 17 5 10 5 8 2 4
1955 2 2 3999 64 22 85 363 134 101 16
1956 2 2 4000 18 22 30 345 134 378 47
1957 2 2 4001 22 335 4 64 74 25 23
1958 2 2 4001 22 335 4 64 74 25 23
1959 2 2 4001 22 335 4 64 74 25 23
1960 2 2 4001 22 335 4 64 74 25 23
1961 2 2 4002 2 59 84 105 126 25 57
1962 2 2 4002 2 59 84 105 126 25 57
1963 2 2 4003 27 2 22 104 1 86 16
1964 2 2 4004 18 22 270 100 134 160 16
1965 2 2 4307 2 4 4 105 455 25 57
1966 2 2 4596 64 33 22 401 122 427 16
1967 2 2 4596 64 33 22 401 122 427 16
1968 2 2 5201 4 377 10 4 1 459 1
1969 2 2 5528 18 70 165 97 115 86 47
1970 2 2 6228 18 89 77 98 122 86 16
1971 2 2 6236 2 2 52 3 23 100 5
1972 2 2 6237 18 33 22 98 122 17 243
1973 2 2 6460 64 33 22 98 94 17 16
1974 2 2 6471 8 30 2 2 11 59 6
1975 2 2 6555 27 31 29 28 360 161 87
1976 2 2 6556 1 6 95 5 39 7 51
1977 2 2 7008 4 81 10 4 1 7 1
1978 2 2 7011 37 4 4 48 13 554 57
1979 2 2 7020 37 4 4 48 13 555 57
1980 2 2 7020 37 4 4 48 13 555 57
1981 4 0 692 37 52 57 26 127 29 23
1982 4 0 48 2 4 1 2 7 1 5
1983 4 0 48 2 4 1 2 7 1 5
1984 4 0 137 4 7 10 4 42 7 1
1985 4 0 22 1 3 6 4 3 3 3
1986 4 0 45 4 7 10 4 1 7 1
1987 4 0 48 2 4 1 2 7 1 5
1988 4 0 22 1 3 6 4 3 3 3
1989 4 0 19 2 1 5 3 2 1 5
1990 4 0 21 2 1 1 3 2 1 5
1991 4 0 19 2 1 5 3 2 1 5
1992 4 0 53 2 1 21 3 2 1 5
1993 4 0 48 2 4 1 2 7 1 5
1994 4 0 945 84 106 29 28 136 1 35
1995 4 0 572 62 4 5 2 2 1 5
1996 4 0 19 2 1 5 3 2 1 5
1997 4 0 21 2 1 1 3 2 1 5
1998 4 0 945 84 106 29 28 136 1 35
1999 4 0 230 4 7 41 4 42 7 1
2000 4 0 677 10 81 50 99 120 76 52
2001 4 0 273 2 21 5 37 60 1 5
2002 4 0 45 4 7 10 4 1 7 1
2003 4 0 677 10 81 50 99 120 76 52
2004 4 0 45 4 7 10 4 1 7 1
2005 4 0 1701 4 7 10 4 1 51 1
2006 4 0 45 4 7 10 4 1 7 1
2007 4 0 19 2 1 5 3 2 1 5
2008 4 0 53 2 1 21 3 2 1 5
2009 4 2 21 2 1 1 3 2 1 5
2010 4 2 122 6 4 5 2 2 1 5
2011 4 2 710 37 29 75 48 126 25 23
2012 4 2 1276 2 1 29 28 176 57 35
2013 4 2 794 10 81 50 87 120 76 52
2014 4 2 267 4 7 40 4 42 51 1
2015 4 2 11 48 7 10 4 1 7 1
2016 4 2 45 4 7 10 4 1 7 1
2017 4 2 7488 9 201 243 28 351 24 40
2018 4 2 1096 33 38 30 82 104 35 17
2019 4 2 3971 2 332 1 2 7 1 5
2020 4 2 1701 4 7 10 4 1 51 1
2021 4 2 21 2 1 1 3 2 1 5
2022 4 2 21 2 1 1 3 2 1 5
2023 4 2 2219 10 7 10 4 1 7 1
2024 4 2 7676 2 1 1 3 739 1 3
2025 4 2 11 48 7 10 4 1 7 1
2026 4 2 7676 2 1 1 3 739 1 3
2027 4 2 45 4 7 10 4 1 7 1
2028 4 2 945 84 106 29 28 136 1 35
2029 4 2 945 84 106 29 28 136 1 35
2030 4 2 7676 2 1 1 3 739 1 3
2031 4 2 11 48 7 10 4 1 7 1
2032 4 2 45 4 7 10 4 1 7 1
2033 4 2 45 4 7 10 4 1 7 1
2034 4 2 45 4 7 10 4 1 7 1
2035 4 2 583 4 7 10 4 42 51 1
2036 4 2 267 4 7 40 4 42 51 1
2037 4 2 21 2 1 1 3 2 1 5
2038 4 2 677 10 81 50 99 120 76 52
2039 4 2 7674 1 4 2 2 6 3 461
2040 4 2 7676 2 1 1 3 739 1 3
2041 4 2 53 2 1 21 3 2 1 5
2042 4 2 53 2 1 21 3 2 1 5
2043 4 2 53 2 1 21 3 2 1 5
2044 4 2 677 10 81 50 99 120 76 52
2045 4 2 45 4 7 10 4 1 7 1
2046 4 2 45 4 7 10 4 1 7 1
2047 4 2 45 4 7 10 4 1 7 1
2048 4 2 177 17 2 8 5 8 2 4
2049 4 2 677 10 81 50 99 120 76 52
2050 4 2 137 4 7 10 4 42 7 1
2051 4 7 61 1 4 2 2 6 3 17
2052 4 6 1070 33 39 30 79 118 117 17
2053 4 3 21 2 1 1 3 2 1 5
2054 4 3 61 1 4 2 2 6 3 17
2055 4 3 53 2 1 21 3 2 1 5
2056 4 3 61 1 4 2 2 6 3 17
2057 4 3 53 2 1 21 3 2 1 5
2058 4 3 48 2 4 1 2 7 1 5
2059 4 3 61 1 4 2 2 6 3 17
2060 4 3 19 2 1 5 3 2 1 5
2061 3 1 1264 97 131 108 177 192 149 91
2062 3 1 6514 10 451 50 99 120 76 52
2063 3 1 1304 100 142 93 135 190 145 81
2064 3 1 6551 97 458 396 141 663 527 107
2065 3 1 1304 100 142 93 135 190 145 81
2066 3 1 6371 99 127 385 125 170 148 109
2067 3 1 1342 98 122 98 125 180 150 113
2068 3 1 1325 94 120 101 145 196 141 84
2069 3 1 1229 97 121 97 125 174 152 100
2070 3 1 1229 97 121 97 125 174 152 100
2071 3 1 1304 100 142 93 135 190 145 81
2072 3 1 6370 100 142 386 135 190 145 81
2073 3 1 1286 95 2 94 127 172 144 114
2074 3 1 2354 37 4 4 48 13 25 23
2075 3 1 6361 2 52 4 131 10 25 57
2076 3 1 6362 37 4 4 105 380 99 23
2077 3 1 1367 10 119 50 126 171 194 112
2078 3 1 11 48 7 10 4 1 7 1
2079 3 1 1260 99 136 92 128 173 150 113
2080 3 1 945 84 106 29 28 136 1 35
2081 3 1 1260 99 136 92 128 173 150 113
2082 3 1 1304 100 142 93 135 190 145 81
2083 3 1 6552 98 122 98 125 664 150 113
2084 3 1 1304 100 142 93 135 190 145 81
2085 3 1 1323 107 138 110 125 193 158 82
2086 3 1 1351 94 117 90 125 174 147 100
2087 3 1 3321 2 280 73 147 220 190 104
2088 3 1 1276 2 1 29 28 176 57 35
2089 3 1 1304 100 142 93 135 190 145 81
2090 3 1 1347 106 137 108 179 201 155 83
2091 3 1 11 48 7 10 4 1 7 1
2092 3 1 1229 97 121 97 125 174 152 100
2093 3 1 1351 94 117 90 125 174 147 100
2094 3 1 45 4 7 10 4 1 7 1
2095 3 1 45 4 7 10 4 1 7 1
2096 3 1 2219 10 7 10 4 1 7 1
2097 3 1 1367 10 119 50 126 171 194 112
2098 3 1 45 4 7 10 4 1 7 1
2099 3 1 1351 94 117 90 125 174 147 100
2100 3 1 1286 95 2 94 127 172 144 114
2101 3 1 3727 48 7 10 4 183 7 1
2102 3 1 1277 96 135 99 136 183 140 113
2103 3 1 1277 96 135 99 136 183 140 113
2104 3 1 6363 48 7 10 4 172 7 1
2105 3 1 6364 95 2 94 127 1 144 114
2106 3 1 1277 96 135 99 136 183 140 113
2107 3 1 6365 94 117 10 125 174 147 100
2108 3 1 230 4 7 41 4 42 7 1
2109 3 1 6366 99 136 90 128 173 150 113
2110 3 1 1277 96 135 99 136 183 140 113
2111 3 1 267 4 7 40 4 42 51 1
2112 3 1 5271 84 141 29 28 526 465 90
2113 3 1 6367 84 106 29 28 203 99 355
2114 3 1 6368 84 141 29 28 74 136 87
2115 3 1 1346 84 106 29 28 203 99 35
2116 3 1 1253 84 106 29 28 74 136 116
2117 3 1 1253 84 106 29 28 74 136 116
2118 3 1 3059 84 141 29 28 74 161 90
2119 3 1 6553 84 459 29 28 74 528 90
2120 3 1 1253 84 106 29 28 74 136 116
2121 3 1 1253 84 106 29 28 74 136 116
2122 3 1 1317 84 141 29 28 74 136 90
2123 3 1 1305 84 106 29 154 74 136 90
2124 3 1 6369 84 106 29 28 74 161 104
2125 3 1 1288 84 106 29 28 195 183 87
2126 3 1 6554 84 460 397 144 74 529 87
2127 3 1 1355 84 141 29 144 74 99 90
2128 3 1 1304 100 142 93 135 190 145 81
2129 3 1 1259 97 131 108 178 206 149 91
2130 3 1 1264 97 131 108 177 192 149 91
2131 3 1 1259 97 131 108 178 206 149 91
2132 3 1 1347 106 137 108 179 201 155 83
2133 3 1 11 48 7 10 4 1 7 1
2134 3 1 1304 100 142 93 135 190 145 81
2135 3 1 6550 99 127 91 508 184 148 109
2136 3 1 1229 97 121 97 125 174 152 100
2137 3 1 1351 94 117 90 125 174 147 100
2138 3 1 1342 98 122 98 125 180 150 113
2139 3 1 677 10 81 50 99 120 76 52
2140 3 1 1351 94 117 90 125 174 147 100
2141 3 1 794 10 81 50 87 120 76 52
2142 3 1 1316 95 2 94 127 181 144 110
2143 3 1 1229 97 121 97 125 174 152 100
2144 3 1 1277 96 135 99 136 183 140 113
2145 3 1 1367 10 119 50 126 171 194 112
2146 3 1 1229 97 121 97 125 174 152 100
2147 3 1 1304 100 142 93 135 190 145 81
2148 3 1 1277 96 135 99 136 183 140 113
2149 3 1 1229 97 121 97 125 174 152 100
2150 3 1 1304 100 142 93 135 190 145 81
2151 3 1 1316 95 2 94 127 181 144 110
2152 3 1 1304 100 142 93 135 190 145 81
2153 3 1 1304 100 142 93 135 190 145 81
2154 3 1 1304 100 142 93 135 190 145 81
2155 3 1 1367 10 119 50 126 171 194 112
2156 3 1 1351 94 117 90 125 174 147 100
2157 3 1 6550 99 127 91 508 184 148 109
2158 3 1 6550 99 127 91 508 184 148 109
2159 3 1 6371 99 127 385 125 170 148 109
2160 3 1 6550 99 127 91 508 184 148 109
2161 3 1 1277 96 135 99 136 183 140 113
2162 3 1 1316 95 2 94 127 181 144 110
2163 3 1 6550 99 127 91 508 184 148 109
2164 3 1 1316 95 2 94 127 181 144 110
2165 3 1 677 10 81 50 99 120 76 52
2166 3 1 1277 96 135 99 136 183 140 113
2167 3 1 1457 2 165 73 147 220 190 104
2168 3 1 1457 2 165 73 147 220 190 104
2169 3 1 692 37 52 57 26 127 29 23
2170 3 1 995 2 4 84 105 126 25 57
2171 3 1 995 2 4 84 105 126 25 57
2172 3 1 693 2 29 4 48 13 24 57
2173 3 1 1457 2 165 73 147 220 190 104
2174 3 1 3321 2 280 73 147 220 190 104
2175 3 1 693 2 29 4 48 13 24 57
2176 3 1 992 2 59 4 27 126 29 23
2177 3 1 692 37 52 57 26 127 29 23
2178 3 1 693 2 29 4 48 13 24 57
2179 3 1 692 37 52 57 26 127 29 23
2180 3 3 21 2 1 1 3 2 1 5
2181 3 3 45 4 7 10 4 1 7 1
2182 3 3 61 1 4 2 2 6 3 17
2183 3 7 50 2 1 12 3 2 1 5
2184 3 3 257 9 2 4 62 4 5 6
2185 3 3 257 9 2 4 62 4 5 6
2186 3 2 637 10 33 22 49 43 82 31
2187 3 6 1775 10 27 59 19 10 5 7
2188 3 7 19 2 1 5 3 2 1 5
2189 3 3 6548 346 1 21 3 2 1 5
2190 3 6 21 2 1 1 3 2 1 5
2191 3 3 19 2 1 5 3 2 1 5
2192 3 7 19 2 1 5 3 2 1 5
2193 3 7 257 9 2 4 62 4 5 6
2194 3 7 6427 64 95 20 100 514 101 60
2195 3 2 6449 64 33 22 111 122 17 16
2196 3 2 3276 216 22 22 98 116 101 16
2197 3 2 3276 216 22 22 98 116 101 16
2198 3 7 21 2 1 1 3 2 1 5
2199 3 2 48 2 4 1 2 7 1 5
2200 3 7 52 9 25 2 10 22 3 6
2201 3 7 61 1 4 2 2 6 3 17
2202 3 3 42 1 2 3 4 5 9 3
2203 3 3 42 1 2 3 4 5 9 3
2204 3 4 52 9 25 2 10 22 3 6
2205 3 7 48 2 4 1 2 7 1 5
2206 3 2 6453 76 70 78 104 2 109 31
2207 3 2 137 4 7 10 4 42 7 1
2208 3 2 21 2 1 1 3 2 1 5
2209 3 2 21 2 1 1 3 2 1 5
2210 3 2 21 2 1 1 3 2 1 5
2211 3 2 21 2 1 1 3 2 1 5
2212 3 2 21 2 1 1 3 2 1 5
2213 3 2 1058 33 39 30 82 104 35 17
2214 3 3 6572 1 7 59 2 10 5 7
2215 3 4 122 6 4 5 2 2 1 5
2216 3 7 6577 33 38 30 82 242 117 17
2217 3 7 45 4 7 10 4 1 7 1
2218 3 7 19 2 1 5 3 2 1 5
2219 3 7 19 2 1 5 3 2 1 5
2220 3 2 48 2 4 1 2 7 1 5
2221 3 2 48 2 4 1 2 7 1 5
2222 3 2 48 2 4 1 2 7 1 5
2223 3 2 48 2 4 1 2 7 1 5
2224 3 2 48 2 4 1 2 7 1 5
2225 3 2 45 4 7 10 4 1 7 1
2226 3 2 6623 64 22 77 98 134 198 16
2227 3 3 50 2 1 12 3 2 1 5
2228 3 3 48 2 4 1 2 7 1 5
2229 3 3 19 2 1 5 3 2 1 5
2230 3 7 50 2 1 12 3 2 1 5
2231 3 2 45 4 7 10 4 1 7 1
2232 3 7 61 1 4 2 2 6 3 17
2233 3 2 21 2 1 1 3 2 1 5
2234 3 7 19 2 1 5 3 2 1 5
2235 3 2 21 2 1 1 3 2 1 5
2236 3 2 21 2 1 1 3 2 1 5
2237 3 2 1367 10 119 50 126 171 194 112
2238 3 2 6614 64 84 388 100 134 519 16
2239 3 2 1221 2 84 5 10 119 178 26
2240 3 2 1221 2 84 5 10 119 178 26
2241 3 2 1221 2 84 5 10 119 178 26
2242 3 2 21 2 1 1 3 2 1 5
2243 3 2 22 1 3 6 4 3 3 3
2244 3 2 45 4 7 10 4 1 7 1
2245 3 7 45 4 7 10 4 1 7 1
2246 3 7 19 2 1 5 3 2 1 5
2247 3 2 45 4 7 10 4 1 7 1
2248 3 4 883 2 17 2 3 2 1 5
2249 3 2 45 4 7 10 4 1 7 1
2250 3 2 19 2 1 5 3 2 1 5
2251 3 3 48 2 4 1 2 7 1 5
2252 3 7 19 2 1 5 3 2 1 5
2253 3 2 6586 53 466 30 82 113 43 17
2254 3 2 45 4 7 10 4 1 7 1
2255 3 7 19 2 1 5 3 2 1 5
2256 3 3 267 4 7 40 4 42 51 1
2257 3 2 45 4 7 10 4 1 7 1
2258 3 2 794 10 81 50 87 120 76 52
2259 3 2 45 4 7 10 4 1 7 1
2260 3 2 45 4 7 10 4 1 7 1
2261 3 2 45 4 7 10 4 1 7 1
2262 3 7 42 1 2 3 4 5 9 3
2264 3 2 50 2 1 12 3 2 1 5
2265 3 2 21 2 1 1 3 2 1 5
2266 3 2 677 10 81 50 99 120 76 52
2267 3 2 21 2 1 1 3 2 1 5
2268 3 2 21 2 1 1 3 2 1 5
2269 3 2 45 4 7 10 4 1 7 1
2270 3 2 45 4 7 10 4 1 7 1
2271 3 2 45 4 7 10 4 1 7 1
2272 3 2 677 10 81 50 99 120 76 52
2273 3 2 21 2 1 1 3 2 1 5
2274 3 2 21 2 1 1 3 2 1 5
2275 3 2 257 9 2 4 62 4 5 6
2276 3 2 677 10 81 50 99 120 76 52
2277 3 2 45 4 7 10 4 1 7 1
2278 3 2 19 2 1 5 3 2 1 5
2279 3 3 50 2 1 12 3 2 1 5
2280 3 3 61 1 4 2 2 6 3 17
2281 3 7 11 48 7 10 4 1 7 1
2282 3 7 45 4 7 10 4 1 7 1
2283 3 2 696 2 1 4 28 58 25 58
2284 3 2 45 4 7 10 4 1 7 1
2285 3 2 50 2 1 12 3 2 1 5
2286 3 3 6616 47 4 2 2 6 3 5
2287 3 7 262 2 1 1 3 2 1 3
2288 3 2 50 2 1 12 3 2 1 5
2289 3 2 45 4 7 10 4 1 7 1
2290 3 2 11 48 7 10 4 1 7 1
2291 3 7 1231 27 2 22 104 43 86 31
2292 3 2 5973 22 15 4 64 360 25 23
2293 3 2 2274 9 17 5 10 350 3 3
2294 3 2 50 2 1 12 3 2 1 5
2295 3 2 6531 2 1 1 3 2 1 387
2296 3 2 11 48 7 10 4 1 7 1
2297 3 2 50 2 1 12 3 2 1 5
2298 3 2 50 2 1 12 3 2 1 5
2299 3 3 169 2 1 1 3 6 1 5
2300 3 7 53 2 1 21 3 2 1 5
2301 3 7 53 2 1 21 3 2 1 5
2302 3 2 45 4 7 10 4 1 7 1
2303 3 2 448 61 70 22 18 2 74 47
2304 3 2 50 2 1 12 3 2 1 5
2305 3 2 267 4 7 40 4 42 51 1
2306 3 2 267 4 7 40 4 42 51 1
2307 3 2 6530 104 7 10 4 657 7 1
2308 3 2 637 10 33 22 49 43 82 31
2309 3 2 50 2 1 12 3 2 1 5
2310 3 2 11 48 7 10 4 1 7 1
2311 3 7 883 2 17 2 3 2 1 5
2312 3 2 637 10 33 22 49 43 82 31
2313 3 2 11 48 7 10 4 1 7 1
2314 3 2 11 48 7 10 4 1 7 1
2315 3 2 11 48 7 10 4 1 7 1
2316 3 2 45 4 7 10 4 1 7 1
2317 3 2 6454 64 22 212 98 134 301 16
2318 3 2 637 10 33 22 49 43 82 31
2319 3 2 45 4 7 10 4 1 7 1
2320 3 2 45 4 7 10 4 1 7 1
2321 3 2 19 2 1 5 3 2 1 5
2322 3 2 11 48 7 10 4 1 7 1
2323 3 2 267 4 7 40 4 42 51 1
2324 3 2 536 2 17 12 3 2 1 5
2325 3 2 19 2 1 5 3 2 1 5
2326 3 2 677 10 81 50 99 120 76 52
2327 3 2 257 9 2 4 62 4 5 6
2328 3 2 677 10 81 50 99 120 76 52
2329 3 2 1276 2 1 29 28 176 57 35
2330 3 2 257 9 2 4 62 4 5 6
2331 3 2 21 2 1 1 3 2 1 5
2332 3 2 6879 4 7 10 3 2 7 5
2333 3 2 48 2 4 1 2 7 1 5
2334 3 2 48 2 4 1 2 7 1 5
2335 3 7 21 2 1 1 3 2 1 5
2336 3 2 2314 2 61 4 64 332 7 23
2337 3 2 45 4 7 10 4 1 7 1
2338 3 2 2274 9 17 5 10 350 3 3
2339 3 2 4596 64 33 22 401 122 427 16
2340 3 2 1519 8 1 5 3 2 1 1
2341 3 2 21 2 1 1 3 2 1 5
2342 3 2 19 2 1 5 3 2 1 5
2343 3 2 45 4 7 10 4 1 7 1
2344 3 2 48 2 4 1 2 7 1 5
2345 3 2 2314 2 61 4 64 332 7 23
2346 3 2 267 4 7 40 4 42 51 1
2347 3 2 267 4 7 40 4 42 51 1
2348 3 2 257 9 2 4 62 4 5 6
2349 3 3 48 2 4 1 2 7 1 5
2350 3 3 383 4 7 12 4 42 51 1
2351 3 7 48 2 4 1 2 7 1 5
2352 3 7 19 2 1 5 3 2 1 5
2353 3 7 48 2 4 1 2 7 1 5
2354 3 7 11 48 7 10 4 1 7 1
2355 3 2 267 4 7 40 4 42 51 1
2356 3 2 21 2 1 1 3 2 1 5
2357 3 7 19 2 1 5 3 2 1 5
2358 3 7 19 2 1 5 3 2 1 5
2359 3 7 50 2 1 12 3 2 1 5
2360 3 2 6588 64 22 203 516 134 103 60
2361 3 2 45 4 7 10 4 1 7 1
2362 3 2 48 2 4 1 2 7 1 5
2363 3 2 45 4 7 10 4 1 7 1
2364 3 2 2314 2 61 4 64 332 7 23
2365 3 2 48 2 4 1 2 7 1 5
2366 3 2 48 2 4 1 2 7 1 5
2367 3 2 48 2 4 1 2 7 1 5
2368 3 2 677 10 81 50 99 120 76 52
2369 3 7 21 2 1 1 3 2 1 5
2370 3 2 45 4 7 10 4 1 7 1
2371 3 2 583 4 7 10 4 42 51 1
2372 3 2 583 4 7 10 4 42 51 1
2373 3 2 50 2 1 12 3 2 1 5
2374 3 2 50 2 1 12 3 2 1 5
2375 3 2 50 2 1 12 3 2 1 5
2376 3 2 3940 4 7 10 4 125 7 1
2377 3 2 50 2 1 12 3 2 1 5
2378 3 2 50 2 1 12 3 2 1 5
2379 3 2 45 4 7 10 4 1 7 1
2380 3 2 677 10 81 50 99 120 76 52
2381 3 2 583 4 7 10 4 42 51 1
2382 3 2 677 10 81 50 99 120 76 52
2383 3 2 45 4 7 10 4 1 7 1
2384 3 2 50 2 1 12 3 2 1 5
2385 3 2 50 2 1 12 3 2 1 5
2386 3 2 267 4 7 40 4 42 51 1
2387 3 2 50 2 1 12 3 2 1 5
2388 3 2 48 2 4 1 2 7 1 5
2389 3 2 50 2 1 12 3 2 1 5
2390 3 2 50 2 1 12 3 2 1 5
2391 3 2 50 2 1 12 3 2 1 5
2392 3 2 50 2 1 12 3 2 1 5
2393 3 7 21 2 1 1 3 2 1 5
2394 3 7 48 2 4 1 2 7 1 5
2395 3 7 21 2 1 1 3 2 1 5
2396 3 7 262 2 1 1 3 2 1 3
2397 3 7 794 10 81 50 87 120 76 52
2398 3 7 11 48 7 10 4 1 7 1
2399 3 2 19 2 1 5 3 2 1 5
2400 3 2 1276 2 1 29 28 176 57 35
2401 3 2 50 2 1 12 3 2 1 5
2402 3 4 677 10 81 50 99 120 76 52
2403 3 2 11 48 7 10 4 1 7 1
2404 3 2 257 9 2 4 62 4 5 6
2405 3 2 11 48 7 10 4 1 7 1
2406 3 2 1312 84 106 29 28 74 161 87
2407 3 7 48 2 4 1 2 7 1 5
2408 3 2 538 4 7 10 4 42 25 1
2409 3 2 257 9 2 4 62 4 5 6
2410 3 2 45 4 7 10 4 1 7 1
2411 3 2 45 4 7 10 4 1 7 1
2412 3 2 50 2 1 12 3 2 1 5
2413 3 2 1544 33 153 30 79 104 43 36
2414 3 2 1544 33 153 30 79 104 43 36
2415 3 2 1539 64 22 22 100 242 204 16
2416 3 2 48 2 4 1 2 7 1 5
2417 3 2 4596 64 33 22 401 122 427 16
2418 3 2 257 9 2 4 62 4 5 6
2419 3 2 19 2 1 5 3 2 1 5
2420 3 2 19 2 1 5 3 2 1 5
2421 3 2 6622 64 22 5 100 134 94 16
2422 3 2 48 2 4 1 2 7 1 5
2423 3 2 48 2 4 1 2 7 1 5
2424 3 2 583 4 7 10 4 42 51 1
2425 3 2 257 9 2 4 62 4 5 6
2426 3 2 22 1 3 6 4 3 3 3
2427 3 2 583 4 7 10 4 42 51 1
2428 3 2 1539 64 22 22 100 242 204 16
2429 3 2 19 2 1 5 3 2 1 5
2430 3 2 860 33 39 30 79 113 47 17
2431 3 2 583 4 7 10 4 42 51 1
2432 3 2 48 2 4 1 2 7 1 5
2433 3 2 48 2 4 1 2 7 1 5
2434 3 2 267 4 7 40 4 42 51 1
2435 3 2 50 2 1 12 3 2 1 5
2436 3 2 42 1 2 3 4 5 9 3
2437 3 2 6621 73 1 12 3 2 1 5
2438 3 2 576 18 70 68 97 115 86 47
2439 3 2 448 61 70 22 18 2 74 47
2440 3 2 267 4 7 40 4 42 51 1
2441 3 2 1326 104 7 10 4 1 7 1
2442 3 2 2314 2 61 4 64 332 7 23
2443 3 2 583 4 7 10 4 42 51 1
2444 3 2 583 4 7 10 4 42 51 1
2445 3 2 257 9 2 4 62 4 5 6
2446 3 2 5763 8 15 4 64 74 25 23
2447 3 2 257 9 2 4 62 4 5 6
2448 3 2 19 2 1 5 3 2 1 5
2449 3 2 3502 18 33 72 325 116 104 6
2450 3 2 19 2 1 5 3 2 1 5
2451 3 2 2314 2 61 4 64 332 7 23
2452 3 2 1326 104 7 10 4 1 7 1
2453 3 2 1748 64 22 77 230 134 101 150
2454 3 2 693 2 29 4 48 13 24 57
2455 3 2 267 4 7 40 4 42 51 1
2456 3 2 19 2 1 5 3 2 1 5
2457 3 2 19 2 1 5 3 2 1 5
2458 3 2 19 2 1 5 3 2 1 5
2459 3 2 19 2 1 5 3 2 1 5
2460 3 2 1911 7 84 5 10 119 178 26
2461 3 2 6878 24 1 1 4 2 3 6
2463 3 2 45 4 7 10 4 1 7 1
2464 3 2 48 2 4 1 2 7 1 5
2465 3 2 538 4 7 10 4 42 25 1
2466 3 2 1033 2 61 4 64 126 7 23
2467 3 2 6443 7 84 30 10 119 35 26
2468 3 2 50 2 1 12 3 2 1 5
2469 3 2 50 2 1 12 3 2 1 5
2470 3 2 45 4 7 10 4 1 7 1
2471 3 2 6444 1 3 1 4 3 3 3
2472 3 2 441 7 1 2 83 2 3 6
2473 3 2 4080 37 4 10 48 58 80 23
2474 3 2 1326 104 7 10 4 1 7 1
2475 3 2 4354 2 61 4 381 489 32 23
2476 3 2 19 2 1 5 3 2 1 5
2477 3 2 19 2 1 5 3 2 1 5
2478 3 2 48 2 4 1 2 7 1 5
2479 3 3 21 2 1 1 3 2 1 5
2480 3 2 48 2 4 1 2 7 1 5
2481 3 2 48 2 4 1 2 7 1 5
2482 3 2 6452 64 96 22 100 134 7 16
2483 3 2 1540 76 33 22 104 43 109 31
